text,preprocessed
@fess10nopember Demi apapun posisi gw pelan padahal tp emg lg omong² an sama temen gw kan kaget bjrot disitu tbtb ada polisi tidur,apa posisi gw pelan padahal emg omong an sama temen gw kan kaget bjrot situ tbtb polisi tidur
Kaget banget ganti kartu debit BCA ga sampe 5 menit langsung kelar kirain bakal minta surat kehilangan dari polisi wkwkwkwkwk,kaget banget ganti kartu debit bca gak sampe menit langsung kelar kirain bakal minta surat hilang polisi wkwkwkwkwk
Jero Dasaran Alit Mengaku Kaget Polisi Tambah Pasal Sangkaan https://t.co/vcEZTKkckq,jero dasar alit aku kaget polisi tambah pasal sangka
polisi tidur baru nii apa yaa kaget bgt td,polisi tidur baru nii apa yaa kaget banget td
@coupofhani ya pokoknya kalo liat gw diarak keliling kampung sm polisi fandom gausah kaget deh,pokok kalo liat gw arak keliling kampung sama polisi fandom gausah kaget deh
ngakunya polisi Padahal pegawai spbu Kaget gak tu muka Liat gua ngisi di tempat kerja mu Aku tu ya bukan gila sama jabatan Atau pun materi dan fisik,ngakunya polisi padahal pegawai spbu kaget gak tu muka liat gua ngisi tempat kerja mu aku tu bukan gila sama jabat materi fisik
ngebayangin muka kelana pas di kantor polisi udah panik takut tertekan malah makin kaget liat mas naka wkwkwwk,ngebayangin muka kelana pas kantor polisi udah panik takut tekan malah makin kaget liat mas naka wkwkwwk
Sudah tidak kaget dg model pemerasan pocel~ Lagian semua pejabat lulusan polisi/militer udah gak relevan bos. Apalagi liat rekam jejak instansinya. https://t.co/rpvkAXBTbC,tidak kaget dg model peras pocel semua jabat lulus polisi militer udah gak relevan bos liat rekam jejak instansi
@BTS__JUNGKOOKO Selamat siang bunny berasa saat awal awal seperti sedang di gojlok supaya kuat dan terbiasa ya bunny seperti kita menempuh pendidikan di militer kaget dan shock kesananya sudah terbiasa ini pengalaman hidup aku ya bunny semangat,selamat siang bunny asa awal awal sedang gojlok kuat biasa bunny tempuh didik militer kaget shock kesana biasa alam hidup aku bunny semangat
@OmJ_JeNggot Polisi yg takut..? Polisi yg mengawal ..? Polisi yg memfasilitasi...? Atau gimana? Ini persepsi masyarakat bisa macam-macam ketika melihat video ini,polisi takut polisi awal polisi fasilitas gimana persepsi masyarakat macam macam lihat video
@Gank_Of_Petojo @ListyoSigitP Polisi kok diam aja?,polisi kok diam
Lalu aku hantam leher belakang polisi itu hingga dia roboh. Dia mengerang dan kaget melihatku yang telah memukulnya. Pistolnya terjatuh dan segera kusepak dan ku jauhkan dari jangkauan nya.,lalu aku hantam leher belakang polisi hingga roboh erang kaget lihat pukul pistol jatuh segera sepak ku jauh jangkau nya
Udah 10 taun masih kaget aja https://t.co/VgIhmpjF2N,udah taun kaget
ga kaget lagi namanya juga polisi.,gak kaget nama polisi
Aneh bener si bapak kaget. Gimana gk stres guru itu udh gajinya kecil dituntut utk bikin pinter anak orang yg kadang gobloknya udh gk ketolong eh ngerasin murid dikit aja langsung dilaporin ke polisi dan komnas,aneh bener si bapak kaget gimana gak stres guru gaji kecil tuntut bikin pinter anak orang kadang goblok gak eh ngerasin murid dikit langsung dilaporin polisi komnas
Kalau udah ada polisi yang bunuh sesama polisi. Harusnya udah gak kaget kalau pemeberantas korupsi juga korupsi.,kalau udah polisi bunuh sama polisi udah gak kaget kalau pemeberantas korupsi korupsi
Keluarga Suami yang Bunuh dan Cor Jasad Istri di Blitar Tak Kaget saat Polisi Tetapkan Tersangka https://t.co/IxMnW6plj1,keluarga suami bunuh cor jasad istri blitar tak kaget polisi tetap sangka
Aku harap dia baik baik saja.. Mungkin dia kaget dan marah tapi yg penting keselamatan nya utama. Melihatnya di kantor polisi sdh membuat tenang semoga tidak ada luka serius Klo mobil bisa diperbaiki nak yg utama itu dirimu baik baik saja @Chimonac,aku harap baik baik mungkin kaget marah penting selamat nya utama lihat kantor polisi sdh buat tenang moga tidak luka serius klo mobil baik nak utama diri baik baik
wadaw tadi ngeprank guru bgt itu murid jir sampe bawa bawa polisi gue kaget bgt kirain sekolah gue bakal jadi tercemar ternyata cuma prank perayaan hari guru ,wadaw tadi ngeprank guru banget murid jir sampe bawa bawa polisi gue kaget banget kirain sekolah gue bakal jadi cemar nyata cuma prank raya hari guru
Jangankan istri cawapres bun luluk sosialita Probolinggo yang istri brigadir polisi aja bisa punya tas mevvah kok. Jan gampang kaget bun,jangan istri cawapres bun luluk sosialita probolinggo istri brigadir polisi punya tas mevvah kok jan gampang kaget bun
@hesti_rya @sbyfess tapi polisi cepek isok 2 digit pas lagi rame loh mbak koncoku ngomong dewe aku ae kaget,polisi cepek isok digit pas rame loh mbak konco ngomong dewe aku ae kaget
@ismailfahmi India dari dulu filmnya gini-gini koq koq ente baru kaget. Lawan polisi korup lawan jendral korup lawan pejabat korup tuan takur dll. Indonesia aja minim kayak gini antara gak berani atau emang duitnya gada.,india dulu film gin gin koq koq ente baru kaget lawan polisi korup lawan jendral korup lawan jabat korup tuan takur indonesia minim kayak gin gak berani emang duit gada
@kegblgnunfaedh Kenapa harus kaget sm kelakuan Polisi. Cuma beda dikit aja kelakuan mereka sm binatang,kaget sama laku polisi cuma beda dikit laku sama binatang
@jokowi @mohmahfudmd @Puspen_TNI MEMALUKAN....!!!!! https://t.co/I1LAhmncPb Istri anggota TNI menampar sopir ambulans saat suaminya cekcok di jalanan Jaktim. Polisi menyebut istri TNI menampar sopir karena bayinya kaget dengar klakson.,malu istri anggota tni tampar sopir ambulans suami cekcok jalan jaktim polisi sebut istri tni tampar sopir bayi kaget dengar klakson
kaget keluar komplek rame tni polisi militer rame bener sampe ada barakuda mejeng eh ternyata ada bu Iriana mampir hadehh,kaget keluar komplek rame tni polisi militer rame bener sampe barakuda mejeng eh nyata bu iriana mampir hadehh
aga kaget td dijln Jakarta disetopin polisi untung sim stnk ada akhirnya bisa pamer juga sim ke polisi wkwk,aga kaget td dijln jakarta disetopin polisi untung sim stnk akhir pamer sim polisi wkwk
@arasoonja @sosmedkeras Mereka lagi ngetes polisi. Beneran kerja ngga,ngetes polisi beneran kerja ngga
kaget bgt di depan taman makam pahlawan banyak bgt polisi ku kira da razia ternyata ada jenazah,kaget banget depan taman makam pahlawan banyak banget polisi ku kira da razia nyata jenazah
Kaget tiba2 ditag Adnan di kasus ini xixi. Pendapatku kurang lebih sama kya kmu. Dari awal polisi udh saranin utk autopsi dan kluarga tidak mau dgn alasan isu dipersulit tp ada info lain yg bilang awalnya kasus dikatakan bundir jd kluarga tdk memilih autopsi jg.,kaget tiba ditag adnan kasus xixi kurang lebih sama kya kmu awal polisi saranin autopsi kluarga tidak mau dgn alas isu sulit info bilang awal kasus kata bundir jd kluarga tidak pilih autopsi
@sosmedkeras Hahahahaha ora kaget sih nag ono buktine mending diprint di kon moco ulang iku. Nag isih ora sadar lapor no ae nang Polisi pencemaran nama baik lampirkan buktinya. selesai kan ga wani uring an ngelek neh.,hahahahaha ora kaget sih nag ono buktine mending diprint kon moco ulang iku nag isih ora sadar lapor no ae nang polisi cemar nama baik lampir bukti selesai kan gak wani uring an ngelek neh
@sofiesyarief @DivHumas_Polri kemaren jalan menuju pvj ada motor polisi ngawal alphard udh macet ditambah panas iya tau ini mo minggir cm klaksonnya itu bikin kaget bangsat,kemaren jalan tuju pvj motor polisi ngawal alphard macet tambah panas iya tau mo minggir cm klakson bikin kaget bangsat
kaget bgt td sore tbtb ada tilangan polisi. gw yg SIM-nya udah expired mencoba menghindar dr line tp tetep ke detect sm yg ngatur lalin bjirrlah. akhirnya masuk ke antrian sambil mencoba relax (tp tetep gabisa cok) pasrah aja gw yaudahlah biarin ketilang mau gmn lagi ,kaget banget td sore tbtb tilang polisi gw sim nya udah expired coba hindar line tetep detect sama ngatur lalin bjirrlah akhir masuk antri coba relax tetep gabisa cok pasrah gw yaudahlah biarin ketilang mau gmn
Kalo misal mau ngasih tau Pak Polisi; Pak bunyi bel mobil patrolimu yang toet-toet itu bikin kaget dan kadang bikin mangkel banyak orang gitu kira-kira dipenjara ndak ya?,kalo misal mau ngasih tau pak polisi pak bunyi bel mobil patroli toet toet bikin kaget kadang bikin mangkel banyak orang gitu kira kira penjara ndak
@Alfie_SG91 Ya udah my aku juga kaget mana masih pagi lagi baca kalo mereka ber 4 barengan wamil cuma mau gimana lagi my udah sabar aja nanti mereka juga ngasih kabar ini gara gara aku kemarin di akun V V nanya apakah ada masalah eh aku jawab apakah kamu wamilnya setelah atau sebelum,udah my aku kaget mana pagi baca kalo ber bareng wamil cuma mau gimana my udah sabar ngasih kabar gara gara aku kemarin akun v v nanya masalah eh aku jawab kamu wamilnya belum
@dhiblenk_ @idextratime ga kaget polisi brazil wkwk,gak kaget polisi brazil wkwk
@tanyarlfes kalo di jepang ga kaget karna di sana klo soal disiplin bisa d bilang juga 98-99% kaga ada istilah selonong boy lu mau cepet datang duluan ada barang yg bukan punya mereka minimal di letakin di tempat aman atau ke polisi di wakanda? auto jd milik sendiri,kalo jepang gak kaget karna sana klo soal disiplin d bilang kaga istilah selonong boy lu mau cepet datang duluan barang bukan punya minimal letakin tempat aman polisi wakanda auto jd milik sendiri
Kaget liat nuna kesayangannya Dohyun jadi polisi Tp tetep cegil jg wkwkw,kaget liat nuna sayang dohyun jadi polisi tetep cegil wkwkw
Kalo lindas polisi tidur di jalan rasanya biasa aja. Tapi kalo lindas pocong di jalan? Kaget ga tuh #ceritaserem https://t.co/oDLRlqjZri,kalo lindas polisi tidur jalan rasa biasa kalo lindas pocong jalan kaget gak tuh
Saat nonton the rookie s5 ada eps ttg kdrt dimana polisi langsung membawa korban ke safe house. Walau ending spt ini jangan kaget. Sesulit itu memutus kdrt.,nonton the rookie s eps ttg kdrt mana polisi langsung bawa korban safe house ending spt jangan kaget sulit putus kdrt
@hadiyan19 @unggaslokal @prztyawdi @20RiFebriant @panditfootball Pernah lihat video saat demo omnibuslaw? Disaat itu polisi bnyak nembakin gas air mata tapi pada diambil sama pedemo trs dilemparin balik ke arah polisi jadi saya ga kaget sama kejadian ini,pernah lihat video demo omnibuslaw polisi bnyak nembakin gas air mata ambil sama demo terus dilemparin balik arah polisi jadi gak kaget sama jadi
aku pertama liat drama dia di bad and crazy yg jd polisi newbie ituu. soft banget sm anak kicil wkwkkw lucu:( trs kaget pas tau doi idol ,aku pertama liat drama bad and crazy jd polisi newbie ituu soft banget sama anak kicil wkwkkw lucu terus kaget pas tau doi idol
@afifahafra79 @AzzamIzzulhaq @Greschinov Pencapaian awal dia dilaporkan ke polisi zionis ,capai awal lapor polisi zionis
Polisi yang kaget dan tidak percaya ingin membuktikan omongan gadis tersebut dan akhirnya mereka menemani Ah Fong ke sebuah flat/apartemen di Tsim Tsa Tsui di distrik Kowloon.,polisi kaget tidak percaya bukti omong gadis sebut akhir tani ah fong buah flat apartemen tsim tsa tsui distrik kowloon
@tubirfess Kok masih pada kaget si kalo polisi itu lucu2,kok kaget si kalo polisi lucu
@kumparan Yah emang semua harus diselesaikan dg kekeluargaan yaa.. Kaget? Gak lah Khan banyak kasus yg akhirnya korban jd alumni stlh berpulang baru lah polisi bertidak,yah emang semua selesai dg keluarga yaa kaget gak lah khan banyak kasus akhir korban jd alumni stlh pulang baru lah polisi tidak
terhadap penggunaan gawai di tepi pantai. Jadi jangan kaget jika ada polisi yang nyelonong main HP sambil duduk di pinggir laut.,hadap gawai tepi pantai jadi jangan kaget polisi nyelonong main hp duduk pinggir laut
@afiii126 @EJICHILLIN @gajahpolkadot @tubirfess Tadi malem kebetulan gue nungguin adek gue di RS Polisi yg ketimpuk batu ada 6 di kepala semua Gilak ruame banget jam set 2 an Kaget gue depan ruangan ada apa Kalo gini harusnya ga cuma polisi tapi warga sipil harusnya juga ada yg jadi korban Coba kalo tertib mah ga bakal begini,tadi malem betul gue nungguin adek gue rs polisi timpuk batu kepala semua gilak ruame banget jam set an kaget gue depan ruang apa kalo gin gak cuma polisi warga sipil jadi korban coba kalo tertib mah gak bakal begini
(-) nya kenly dia kadang suka rem mendadak dan tidak melihat polisi tidur yg sangat nyaru (sbnrnya w ga liat jg jd smsm kaget) hehehe monmaap ni ya,nya kenly kadang suka rem dadak tidak lihat polisi tidur sangat nyaru benar w gak liat jd smsm kaget hehehe monmaap ni
@starfess Gila banget gw paham emang penampilan yuzuru yang cantik bikin orang mikir dia kemungkinan g4y jadi pas dia nikah pada kaget dan penasaran gimana muka istrinya tapi nggak begitu juga Harusnya lapor polisi aja pelanggaran privasi dan minta supaya paparazi dikasih restriction,gila banget gw paham emang tampil yuzuru cantik bikin orang mikir mungkin gy jadi pas nikah kaget penasaran gimana muka istri lapor polisi langgar privasi minta paparazi kasih restriction
@northerncsl goro2 PAF aku ro koncoku kecekel polisi mergo dikiro cah Respect. basan buka helm kaget mergo rambut e iseh gundul padahal pas kui iseh sekolah neng penerbangan wkwk,goro paf aku ro konco cekel polisi mergo dikiro cah respect bas buka helm kaget mergo rambut e iseh gundul padahal pas kui iseh sekolah neng terbang wkwk
Ngaku Kaget Isak Tangis Betharia Sonata Saat Leon Dozan Ditangkap Polisi https://t.co/kXk3OqAckh,ngaku kaget isak tangis betharia sonata leon dozan tangkap polisi
gue ikut kaget tadi pas tau hukuman buat alex sama sebastian lebih kaget lagi pas omnya win bilang kalo mix pacarnya btw rav berarti bright mantannya win sama bright polisi disini beda orang yaa??,gue ikut kaget tadi pas tau hukum buat alex sama sebastian lebih kaget pas om win bilang kalo mix pacar ngomong-ngomong rav arti bright mantan win sama bright polisi sini beda orang yaa
Kaget pas keluar rumah loh kok banyak banget ibu² jalan pada mo kemana nih. Di perempatan makin² rame jalan ditutup ada polisi pula. Ternyata ada Gus Miftah di stadion,kaget pas keluar rumah loh kok banyak banget ibu jalan mo mana nih empat makin rame jalan tutup polisi nyata gus miftah stadion
kataku gmaps perlu ada fitur warning polisi tidur deh aku capek terbang kaget di jalan,kata gmaps perlu fitur warning polisi tidur deh aku capek terbang kaget jalan
@ssefnum ada polisi (serius ini kaget aja),polisi serius kaget
Sdh tdk kaget dg strategi yg digunakan KPK ataupun Polisi. Buron yg sdh diketahui sengaja dibiarkan sambil menunggu momen yg tepat,sdh tidak kaget dg strategi kpk polisi buron sdh tahu sengaja biar tunggu momen tepat
Takutnya tuh ini kayak american murder itu loh yang suaminya ngebunuh anak2 dan istrinya tapi berlagak kaget pas dihubungi polisi,takut tuh kayak american murder loh suami ngebunuh anak istri lagak kaget pas hubung polisi
Bapak-bapak ini menyerahkan diri ke polisi alasannya bikin kaget! https://t.co/cXssg0qQRM,bapak bapak serah diri polisi alas bikin kaget
@infobdg bandung kan emang seramah itu wkwk tapi emang pas kejakarta kaget banget suara klakson dimana2. udah panas polisi udara tambah lagi polusi suara. bawaannya emosi jiwaaa wk,bandung kan emang ramah wkwk emang pas kejakarta kaget banget suara klakson mana udah panas polisi udara tambah polusi suara bawa emosi jiwaaa wk
@intinyadeh Mau kaget tp polisi ,mau kaget polisi
@amafication 1. mungkin kaget dikit tapi sebenernya she's completely calm about it karena sebenernya dia mayan nomaden juga (and adaptif dia udah multiple times harus kabur2an dari polisi kesana kemari jadi paling dia gampang bisa navigate and mingle with the locals di said dunia lain gtu),mungkin kaget dikit sebenernya she s completely calm about it sebenernya mayan nomaden and adaptif udah multiple times kabur polisi kesana kemari jadi paling gampang navigate and mingle with the locals said dunia gtu
@polisi_paypal Iya kakk gile aku juga kaget ngetiknya jago banget,iya kakk gile aku kaget ngetiknya jago banget
@kry_rm bener banyak yg kaget. ampe ngata2in polisi jga lagi,bener banyak kaget ampe ngatain polisi jga
pake data diri temen gue. temen gue yg lagi ngajar (dia kerjanya guru SMP) di telpon sama dc kalo dia utang 500 atau 300 gitu gue lupa dia kaget karna dia udah gak pinjol lagi semenjak dapet tempat kerja yg lumayan bagus. gue udah bilang sama dia lapor polisi aja,pake data diri temen gue temen gue ngajar kerja guru smp telpon sama dc kalo utang gitu gue lupa kaget karna udah gak pinjol semenjak dapet tempat kerja lumayan bagus gue udah bilang sama lapor polisi
kaget bgt tadi diumumin polisi pake toa disuruh pelan pelan pdahal udh pelan kkok mana aku paling depan hueeeeee,kaget banget tadi diumumin polisi pake toa suruh pelan pelan pdahal pelan kkok mana aku paling depan hueeeeee
woiii kaget banget ada polisi taunya kangok bantuin jiyong! makasih kangok hehehe #VigilanteEp4,woiii kaget banget polisi tau kangok bantuin jiyong makasih kangok hehehe
fans gre kok pada tolol ya kok bisa2nya pada belain 9 5 taun jadi idol masa negornya gitu udah juniornya dirujak dia malah ikut goreng gak kaget sih kan dia udah punya mental buly sejak sok2 roasting foto/video jadul member si mbak vape juga sama aja ga inget apa dulu dia,fans gre kok tolol kok bain taun jadi idol masa negornya gitu udah junior rujak malah ikut goreng gak kaget sih kan udah punya mental buly sejak sok roasting foto video jadul member si mbak vape sama gak inget apa dulu
kaget anj ada polisi ngetok ,kaget anj polisi ngetok
Yang bikin kaget #EviliveEp10 tuh dongsoo yg ngerencanain bunuh polisi kek sebenernya pakpol ke rumah doyong sendiri aja tuh kemungkinan ga kebunuh kecil gasi secara doyong bisa ngalahin se rt gitu,bikin kaget tuh dongsoo ngerencanain bunuh polisi kek sebenernya pakpol rumah doyong sendiri tuh mungkin gak bunuh kecil gas cara doyong ngalahin se rt gitu
paling baru tuh tetangga gatau juga siapa ga pernah ngobrol cm nyapa2 tok aja pas lari pagi2 tp rumahnya gede banget eh baru 2-3 hari gitu rumahnya rame banyak polisi gitu2 katanya sih aset hasil cuci uang agak kaget tp ya ga kaget2 banget orang rumahnya gapernah ditempatin,paling baru tuh tetangga gatau siapa gak pernah ngobrol cm nyapa tok pas lari pagi rumah gede banget eh baru hari gitu rumah rame banyak polisi gitu kata sih aset hasil cuci uang kaget gak kaget banget orang rumah gapernah ditempatin
@cekek bjir kaget ada polisi,bjir kaget polisi
@SiaranBolaLive jujur sih saya gak kaget baca ini. ada berita kmren2 kalau korban kehilangan motor nyari sendiri dan kemudian ketemu. terus lapor polisi ternyata harus bayar dong Dulu saya pikir kalau kehilangan sesuatu lapor polisi langsung di cari dan di kembalikan ternyata tidak seper,jujur sih gak kaget baca berita kmren kalau korban hilang motor nyari sendiri kemudian ketemu terus lapor polisi nyata bayar dong dulu pikir kalau hilang lapor polisi langsung cari nyata tidak per
@SiaranBolaLive Udah lama juga kejadian nya gw juga pernah dulu urus surat hilang polisi nya udah pake PC lah cuma dia ga tau istilah Save di PC... gubrakkkkk.. kaget dong gw pas gw kasih tau cara save nya lah ini polisi girang bangetttt..... wkwkwkwkwk ,udah lama jadi nya gw pernah dulu urus surat hilang polisi nya udah pake pc lah cuma gak tau istilah save pc gubrakkkkk kaget dong gw pas gw kasih tau cara save nya lah polisi girang bangetttt wkwkwkwkwk
@RadioElshinta Anak saya pernah mjd korban spt ini kasus penggelapan HP. Orang tua pelaku tdk terima anaknya dituduh bahkan sampai bawa polisi. Tp akhirnya terbukti kl anaknya yg ambil dan parahnya duit jual hpnya utk check in oleh pelaku lainnya. Seketika guru gurunya kaget dg pengakuan itu.,anak pernah mjd korban spt kasus gelap hp orang tua laku tidak terima anak tuduh bahkan bawa polisi akhir bukti kl anak ambil parah duit jual hpnya check in laku guru guru kaget dg aku
@cahmagelang94 @RandomWorldWar polisi di USA gak centralized kaya di indo yang ada polri. masing-masing police department yaudah berdiri sendiri seperti LAPD yang di atasnya ada board of police commissioners yang dilantik dari pemkot LA. di LAPD sendiri kepala kepolisiannya itu Chief of Police. Mungkin yang,polisi usa gak centralized kaya indo polri masing masing police department yaudah diri sendiri lapd atas board of police commissioners lantik pemkot la lapd sendiri kepala polisi chief of police mungkin
@dioluckyd Bola bali lewat tetep kaget karo patung polisi. ,bola bal lewat tetep kaget karo patung polisi
gue tadi dengerin snippet di live bener2 hah heh hoh kaget plot twist banget bener2 chill kill adalah definisi red velvet yang sesungguhnya. oh iya ending mv nya... wah ga nyangka sih akhirnya mereka ditangkep polisi pas abis bakar rumah...,gue tadi dengerin snippet live bener hah heh hoh kaget plot twist banget bener chill kill definisi red velvet sungguh iya ending mv nya wah gak nyangka sih akhir ditangkep polisi pas abis bakar rumah
di scene akhir ada polisi gw kaget. trs abis itu inget judul lagunya kan emang kill wakaka R3ADY FOR RED VELVET #TakeAChillKill @RVsmtown #RedVelvet,scene akhir polisi gw kaget terus abis inget judul lagu kan emang kill wakaka rady for red velvet
ih mau ceritaaa tadi tuh aku beli bensin kan lagi ngantri tuh nah di depan ku tuh ada mas mas pake motor kopling gitu nggak tau motor apa lupa nahh terus tiba tiba ada polisi pake motor kayak klx gitu nyalip antrian sampe di sebelah masnya aku kaget kan soalnya depan aku pas,ih mau ceritaaa tadi tuh aku beli bensin kan ngantri tuh nah depan ku tuh mas mas pake motor kopling gitu tau motor apa lupa nahh terus tiba tiba polisi pake motor kayak klx gitu nyalip antri sampe belah mas aku kaget kan soal depan aku pas
@herstoryawaits masih buat laporan polisi dan minta ke bank terkait untuk block akunnya. kaget karena pagi2 tiba2 di dm orang di ig perihal tiket yg bahkan aku ndak pernah pesan. udah ada 3 orang yg kena tiket atas nama saya. semoga dinotice dan JANGAN ADA YG BELI kalau atas nama Fatimah T R,buat lapor polisi minta bank kait block akun kaget pagi tiba dm orang ig perihal tiket bahkan aku ndak pernah pesan udah orang kena tiket atas nama moga dinotice jangan beli kalau atas nama fatimah t r
Bjir w kaget bgtt tadi polisi pada dateng ke showroom motorku ku kira mau sidak eh ternyata bapak-bapak polisinya cuma mau tau harga motornyaa,bjir w kaget bgtt tadi polisi dateng showroom motor ku kira mau sidak eh nyata bapak bapak polisi cuma mau tau harga motornyaa
Tdi ke kebun sm bapak boncengan naik motor gue lupa pake helm. Trus pas balik bpk gue lewat kantor polisi gue kaget trus bilang kok lewat sini? Ntar ditilang loh pak Bapak gue malah bilang ya gapapa kan motor mu yg kena tilang jdi urusan kamu lah ,tdi kebun sama bapak bonceng naik motor gue lupa pake helm terus pas balik bpk gue lewat kantor polisi gue kaget terus bilang kok lewat sini ntar tilang loh pak bapak gue malah bilang gapapa kan motor mu kena tilang jdi urus kamu lah
@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro Btw agak kaget polisi blm pasang tilang elektronik ke jalur busway macam tilang elektronik yg ada di perempatan. Satu lagi ternyata bnyk jg mobil merek itu kayaknya mobil gede itu target pasarnya ke orang yg mentalnya lemah,ngomong-ngomong kaget polisi belum pasang tilang elektronik jalur busway macam tilang elektronik empat satu nyata bnyk mobil merek kayak mobil gede target pasar orang mental lemah
@sapt56 @abd_rohman16 @InfosuporterID Wkwkwkwk padahal yg dibahas diatas pemain Persija yg lagi gacor2nya yg cabut krn di loan modal surat dari bapak2 mantan polisi Ryo aja sampe kaget Mending Persebaya pemain cabut krn kontrak abis.. IRONI ,wkwkwkwk padahal bahas atas main persija gacornya cabut loan modal surat bapak mantan polisi ryo sampe kaget mending baya main cabut kontrak abis ironi
@gatausiapadong @KompasTV Gila mayoritas A1 semua lho tapi gak kaget sih tempo dari dlu dah berani apalagi pas kasus rekening gendut polisi gila sih,gila mayoritas a semua lho gak kaget sih tempo dlu dah berani pas kasus rekening gendut polisi gila sih
@gus_dibyo Kaget lihat berita ini jadi inget tugas polisi dulu cuma razia parkir liar.,kaget lihat berita jadi inget tugas polisi dulu cuma razia parkir liar
wah tapi doi di extreme job keren banget sih... kek cocok bgt yg tdnya polisi tb tb kaget jd penjual ayam ,wah doi extreme job keren banget sih kek cocok banget tdnya polisi tb tb kaget jd jual ayam
@Gus_Raharjo bawa bawa polisi ga kaget tapi emang boleh ya boleh asal bapaknya lurah kali ya,bawa bawa polisi gak kaget emang asal bapak lurah kali
Aku : dengan senang hati tidak pakai helm meskipun bawa helm disebelah kaki Tetiba ada polisi terus tangan kodein nyuruh pake helm alias gweh kaget banget bangsat kenapa harus tetiba sih ashu,aku senang hati tidak pakai helm meski bawa helm belah kaki tetiba polisi terus tangan kodein nyuruh pake helm alias gweh kaget banget bangsat tetiba sih ashu
prnh dibentak sama polisi di polda bandung gara² manggil pake kang yg mana posisi itu lg di bandung dan aing urang sunda. awal kaget &amp; bingung lha kok ngamuk tau belakangan orang jawa pake kang buat nyingkat tukang like kang sayur ya anjing sia lg di bandung goblog,prnh bentak sama polisi polda bandung gara manggil pake kang mana posisi bandung aing urang sunda awal kaget amp bingung lha kok ngamuk tau belakang orang jawa pake kang buat nyingkat tukang like kang sayur anjing sia bandung goblog
@tanyakanrl Jangan panik. Antepin aja.. Laporin polisi. Disebar pun orang2 gak kenal kamu siapa dan peluang viralnya juga minim. kalo ada yg kenal paling kaget doang 2 mingguan gak lama. Kalo mereka notis bilang aja foto pribadi aku disebar orang. tapi itu foto jadul Bersikap biasa aja.,jangan panik antepin laporin polisi sebar orang gak kenal kamu siapa peluang viralnya minim kalo kenal paling kaget doang minggu gak lama kalo not bilang foto pribadi aku sebar orang foto jadul sikap biasa
Ape I cakap Gak kaget sihh sekarang tinggal tunggu hasil detailed test nya dan kalo bener jidi negative pokoknya polisi yang bilang pertama kali si jidi ikut2 lan narkoboy harus di pecat sih minimal STAY STRONG G-DRAGON #WeStandWithGDRAGON #항상_지드래곤의_곁에_있습니다,ape i cakap gak kaget sihh sekarang tinggal tunggu hasil detailed test nya kalo bener jidi negative pokok polisi bilang pertama kali si jidi ikut lan narkoboy pecat sih minimal stay strong g dragon
@Pai_C1 Sempet kaget lihat mereka dihajar polisi tapi waktu tahu mereka bawa sabat kematian (dalam ati hajar aja pak sikat semua nya),sempet kaget lihat hajar polisi waktu tahu bawa sabat mati ati hajar pak sikat semua nya
@AJustdontrun @TalkinAndy Pak andy udah benar dgn menggebrak pakai tangan (bukan dgn alat) krn diartikan gerakan reflek krn kaget hampir tertabrak. Kl dibawa ke polisi ini akan dibenarkan kok.,pak andy udah benar dgn gebrak pakai tangan bukan dgn alat arti gera reflek kaget hampir tabrak kl bawa polisi benar kok
Dikota kecil ini juga ada demo bela palestin. Yang bikin kaget polisi yang ngawal tuh jauh lebih banyak dari demo biasanya. Bisa 4 kali lipat https://t.co/FQpK2gDM2C,kota kecil demo bela palestin bikin kaget polisi ngawal tuh jauh lebih banyak demo biasa kali lipat
agak kaget melihat bagaimana society mereka sebelumnya memperlakukan seorang muslim kan ada tuh mba mba yg cuma nyapa assalamu'alaikum eh dilaporin ke polisi tapi alhamdulillah kalau sadar kalau kekejaman israel harus berhenti,kaget lihat bagaimana society belum laku orang muslim kan tuh mba mba cuma nyapa assalamu alaikum eh dilaporin polisi alhamdulillah kalau sadar kalau kejam israel henti
@kdrama_menfess Kaget bgt masih jadi polisi,kaget banget jadi polisi
YANG BIKIN GUE KAGET TUH BAPAKNYA KIHO POLISI???????,bikin gue kaget tuh bapak kiho polisi
nangis kaget syok bingung trus itu hp baru langsung raib dianterin polisi ke sekolah di sekolah ditanya tanya mulu pusing. trus dianterin pulang sama guru ,nang kaget syok bingung terus hp baru langsung raib dianterin polisi sekolah sekolah tanya tanya mulu pusing terus dianterin pulang sama guru
Kaget pas pembelajaran ada polisi 112 dinsos dan banyak lagi. Ternyata di rumah sebelah ada yg meninggal baru ketahuan 3 hari. Ya Allah... https://t.co/hD7Ckb2D6O,kaget pas ajar polisi dinsos banyak nyata rumah belah tinggal baru tahu hari allah
@camoymine Wkwkwkwkkw yg polisi tu aku mau ngeprank malah aku yg kaget ,wkwkwkwkkw polisi tu aku mau ngeprank malah aku kaget
Pernahhh kaget bgt pas ada polisi tidur,pernahhh kaget banget pas polisi tidur
