id_process,text,emotion,preprocessed_result
787,Nggak ada harapan sama hukum kalau aparatnya masih banyak yang main belakang!,anger,tidak harap hukum aparat main
788,"Dunia hukum di sini kayak panggung sandiwara, yang jago akting pasti menang!",anger,dunia hukum kayak panggung sandiwara jago akting menang
789,"Kalau rakyat yang salah langsung diadili, tapi kalau mereka sendiri yang salah, prosesnya kayak keong!",anger,rakyat salah langsung adil salah proses kayak keong
790,"Jangan cuma pencitraan di media, rakyat butuh bukti nyata!",anger,jangan citra media rakyat butuh bukti nyata
791,Mereka yang harusnya jadi contoh malah jadi yang paling buruk kelakuannya!,anger,contoh buruk laku
792,"Setiap kasus yang nggak kunjung selesai, makin membuktikan kalau sistemnya udah gagal total!",anger,tidak kunjung selesai bukti sistem udah gagal total
793,"Kalau ada polisi yang benar-benar jujur, kasihan banget mereka harus kerja di sistem kayak gini!",trust,polisi jujur kasihan banget kerja sistem kayak begini
794,saya masih percaya dengan polisi indonesia,trust,percaya polisi indonesia
795,saya yakin masih ada pak polisi yang baik dan jujur,trust,polisi jujur
796,masyarakat percaya kalian bisa melindungi kami pak,trust,masyarakat percaya lindung
797,semangat pak polisi kami percaya dengan kalian bisa melindungi kami,trust,semangat polisi percaya lindung
798,lindungi kami selalu pak,trust,lindung
799,Marah banget lihat kasus ini nggak kelar-kelar!,anger,marah banget lihat tidak kelar
800,brengsek hukum di negeri ini Cuma buat yang punya uang,anger,brengsek hukum negeri uang
801,kesal lihat oknum bebas tanpa hukuman,anger,kesal lihat oknum bebas tanpa hukum
802,jengkel tiap kali lihat berita tentang mereka,anger,jengkel kali lihat berita
803,benci banget sama sistem yang tidak adil,anger,benci banget sistem tidak adil
804,muak dengan janji palsu polisi tanpa bukti,anger,muak janji palsu polisi tanpa bukti
805,geram lihat yang salah malah dilindungi,anger,geram lihat salah lindung
806,emosi setiap kali dengan polisi beralasan,anger,emosi kali polisi alas
807,dendam rasanya kalau polisi tidak adil,anger,dendam polisi tidak adil
808,makin naik darah lihat kelakuan polisi,anger,darah lihat laku polisi
809,marah karena keadilan Cuma ilusi di negeri ini,anger,marah adil ilusi negeri
810,brengsek rakyat kecil selalu jadi korban,anger,brengsek rakyat korban
811,kesal lihat kasus yang tiba-tiba hilang,anger,kesal lihat hilang
812,jengkel banget kalau polisi diam saja,anger,jengkel banget polisi diam
813,benci banget sama ketidakadilan yang dibiarkan terus terjadi,anger,benci banget tidakadil biar
814,geram lihat yang benar malah ditekan,anger,geram lihat dite
815,emosi banget kalau kasus besar tiba-tiba senyap,anger,emosi banget senyap
816,dendam rasanya lihat polisi berindak semena-mena,anger,dendam lihat polisi indak semena pena
817,marah sampai tidak bisa berkata-kata,anger,marah tidak
818,kesal lihat rakyat kecil dipersulit,anger,kesal lihat rakyat sulit
819,brengsek kapan hukum bisa benar-benar adil,anger,brengsek hukum adil
820,benci banget sama sistem hukum yang bobrok,anger,benci banget sistem hukum bobrok
821,muak dengan pencitraan tanpa aksi nyata,anger,muak citra tanpa aksi nyata
822,geram lihat aparat yang hanya memikirkan diri sendiri,anger,geram lihat aparat pikir
823,emosi tiap kali ada kasus yang tidak pernah tuntas,anger,emosi kali tidak tuntas
824,dendam dengan ketidakadilan yang terus berulang,anger,dendam tidakadil ulang
825,marah lihat koruptor bisa bebas santai,anger,marah lihat koruptor bebas santai
826,kesal karena yang salah selalu dilindungi,anger,kesal salah lindung
827,senang banget lihat polwan,joy,senang banget lihat polw
828,brengsek polisi korup buat rakyat makin sengsara,anger,brengsek polisi korup rakyat sengsara
829,kesal karena polisi mengabaikan kejahatan,anger,kesal polisi abai jahat
830,jengkel lihat polisi yang main kekerasan,anger,jengkel lihat polisi main keras
831,muak lihat polisi hobi mengintimidasi rakyat biasa,anger,muak lihat polisi hobi intimidasi rakyat
832,emosi kalau polisi menyalahgunakan senjata dan wewenangnya,anger,emosi polisi salah guna senjata wenang
833,jengkel lihat polisi lebih sibuk mengejar tilang daripada tangkap koruptor,anger,jengkel lihat polisi sibuk kejar tilang tangkap koruptor
834,benci banget sama polisi yang menutupi kesalahan,anger,benci banget polisi tutup salah
835,dendam sama polisi tidak pernah jujur,anger,dendam polisi tidak jujur
836,brengsek harus viral dulu baru polisi mau bertindak,anger,brengsek viral polisi tindak
837,jengkel setiap melihat polisi pura-pura tidak tahu,anger,jengkel polisi pura tidak
838,benci banget kalau lihat polisi tidak becus bekerja,anger,benci banget lihat polisi tidak becus
839,muak dengan alasan polisi yang selalu berubah-ubah,anger,muak alas polisi ubah ubah
840,dendam rasanya lihat polisi bebas dari hukuman meski terbukti bersalah,anger,dendam lihat polisi bebas hukum bukti salah
841,marah lihat polisi melindungi koruptor,anger,marah lihat polisi lindung koruptor
842,jengkel lihat aturan yang hanya menguntungkan polisi,anger,jengkel lihat atur untung polisi
843,"Tugas polisi bukan hanya menegakkan hukum, tapi juga membangun kepercayaan publik.",netral,tugas polisi bukan tegak hukum bangun percaya publik
844,Evaluasi berkala terhadap kinerja kepolisian bisa jadi langkah perbaikan yang baik.,netral,evaluasi kala kinerja polisi langkah baik
845,Pelayanan yang cepat dan transparan adalah kunci kepercayaan masyarakat terhadap kepolisian.,netral,layan cepat transparan kunci percaya masyarakat polisi
846,Tugas kepolisian adalah menegakkan hukum dengan adil tanpa memihak.,netral,tugas polisi tegak hukum adil tanpa
847,benci lihat polisi yang selalu melindungi kepentingan pejabat,anger,benci lihat polisi lindung penting jabat
848,jengkel lihat polisi yang tidak mau dikritik padahal kerjaannya amburadul,anger,jengkel lihat polisi tidak kritik kerja amburadul
849,benci sama polisi yang Cuma modal seragam tapi tidak berintegritas,anger,benci polisi modal ragam tidak integritas
850,dendam sama polisi yang tidak punya hati nurani,anger,dendam polisi tidak hati nurani
851,jengkel lihat bukti jelas tapi tetap tidak diproses,anger,jengkel lihat bukti tidak proses
852,Bangga dengan polisi yang bekerja sepenuh hati!,joy,bangga polisi penuh hati
853,Senang melihat polisi makin profesional!,joy,senang polisi profesional
854,Polisi yang jujur bikin hati tenang!,joy,polisi jujur bikin hati tenang
855,"Kinerja polisi semakin baik, teruskan!",joy,kinerja polisi terus
856,Salut untuk polisi yang menjaga keadilan!,joy,salut polisi jaga adil
857,"Terima kasih, polisi sudah bertugas dengan baik!",joy,terima kasih polisi tugas
858,Senang melihat polisi membantu masyarakat!,joy,senang polisi bantu masyarakat
859,"Polisi sigap, rakyat jadi merasa aman!",joy,polisi sigap rakyat aman
860,Polisi yang adil bikin masyarakat bahagia!,joy,polisi adil bikin masyarakat bahagia
861,Bangga dengan polisi yang tegas dan bijak!,joy,bangga polisi bijak
862,"Polisi bekerja cepat, keren!",joy,polisi cepat keren
863,Hati senang melihat polisi melayani dengan tulus!,joy,hati senang polisi layan tulus
864,Terima kasih sudah melindungi kami dengan baik!,joy,terima kasih lindung
865,Polisi yang ramah bikin nyaman!,joy,polisi ramah bikin nyaman
866,Bahagia melihat polisi menjalankan tugasnya dengan benar!,joy,bahagia polisi jalan tugas
867,Salut dengan polisi yang tidak tebang pilih!,joy,salut polisi tidak tebang pilih
868,Senang ada polisi yang sigap dan responsif!,joy,senang polisi sigap responsif
869,"Polisi bekerja dengan hati, luar biasa!",joy,polisi hati
870,Masyarakat bangga punya polisi yang profesional!,joy,masyarakat bangga polisi profesional
871,Aman rasanya karena polisi selalu siap siaga!,joy,aman polisi siaga
872,Polisi yang jujur adalah kebanggaan bangsa!,joy,polisi jujur bangga bangsa
873,Senyum polisi di jalan bikin hari lebih cerah!,joy,senyum polisi jalan bikin cerah
874,"Polisi hadir, kejahatan menurun, hebat!",joy,polisi hadir jahat turun hebat
875,Bahagia melihat polisi menegakkan hukum dengan adil!,joy,bahagia polisi tegak hukum adil
876,Terharu melihat polisi membantu warga kecil!,joy,haru polisi bantu warga
877,Polisi yang disiplin bikin masyarakat kagum!,joy,polisi disiplin bikin masyarakat kagum
878,Kepolisian memiliki peran penting dalam menjaga keamanan di masyarakat.,netral,polisi milik peran jaga aman masyarakat
879,Pelayanan yang cepat dan responsif selalu menjadi harapan masyarakat.,netral,layan cepat responsif harap masyarakat
880,Setiap institusi pasti memiliki tantangan dalam menjalankan tugasnya.,netral,institusi milik tantang jalan tugas
881,Evaluasi rutin diperlukan agar kinerja kepolisian semakin optimal.,netral,evaluasi rutin kinerja polisi optimal
882,Kepastian hukum bergantung pada penegakan yang transparan dan adil.,netral,pasti hukum gantung tegak transparan adil
883,Setiap laporan masyarakat harus ditindaklanjuti sesuai prosedur yang berlaku.,netral,lapor masyarakat tindaklanjut suai prosedur laku
884,Polisi bekerja berdasarkan hukum dan aturan yang sudah ditetapkan.,netral,polisi dasar hukum atur tetap
885,Pelatihan dan pengembangan terus diperlukan untuk meningkatkan profesionalisme.,netral,latih kembang tingkat profesionalisme
886,Koordinasi antarinstansi dapat membantu efektivitas kinerja kepolisian.,netral,koordinasi antarinstansi bantu efektivitas kinerja polisi
887,Penegakan hukum yang baik harus bebas dari kepentingan tertentu.,netral,tegak hukum bebas penting
888,Kesadaran hukum masyarakat juga berperan dalam mendukung tugas kepolisian.,netral,sadar hukum masyarakat peran dukung tugas polisi
889,Modernisasi alat dan sistem kepolisian bisa meningkatkan efektivitas kerja.,netral,modernisasi alat sistem polisi tingkat efektivitas kerja
890,Program kerja kepolisian perlu disosialisasikan agar masyarakat memahami perannya.,netral,program kerja polisi sosialisasi masyarakat paham peran
891,Setiap tindakan polisi harus didasarkan pada bukti dan prosedur yang jelas.,netral,tindak polisi dasar bukti prosedur
892,Partisipasi publik dalam pengawasan dapat membantu menjaga kredibilitas kepolisian.,netral,partisipasi publik awas bantu jaga kredibilitas polisi
893,Keamanan wilayah menjadi salah satu indikator keberhasilan kinerja kepolisian.,netral,aman wilayah salah indikator hasil kinerja polisi
894,Peningkatan integritas personel sangat penting untuk menjaga kepercayaan publik.,netral,tingkat integritas personel jaga percaya publik
895,Kolaborasi dengan berbagai pihak dapat membantu tugas kepolisian lebih efektif.,netral,kolaborasi bantu tugas polisi efektif
896,Masyarakat menginginkan pelayanan yang transparan dan akuntabel dari kepolisian.,netral,masyarakat layan transparan akuntabel polisi
897,Penegakan aturan harus tetap dilakukan sesuai dengan ketentuan yang berlaku.,netral,tegak atur suai tentu laku
898,Bahagia melihat polisi bekerja sama dengan masyarakat!,joy,bahagia polisi masyarakat
899,"Polisi cepat tanggap, hasilnya nyata!",joy,polisi cepat tanggap hasil nyata
900,Polisi yang bertanggung jawab bikin negara lebih maju!,joy,polisi tanggung bikin negara maju
901,Masyarakat senang melihat polisi aktif menjaga ketertiban!,joy,masyarakat senang polisi aktif jaga tertib
902,Takut kalau kasus ini cuma berakhir tanpa kejelasan!,fear,takut tanpa jelas
903,"Polisi ada, tapi kenapa masih takut keluar malam?",fear,polisi takut malam
904,Seram lihat polisi yang harusnya melindungi malah bertindak sebaliknya!,fear,seram lihat polisi lindung tindak
905,Takut kalau laporan hanya dianggap angin lalu!,fear,takut lapor anggap angin
906,Merinding lihat aparat yang menyalahgunakan kekuasaan!,fear,rinding lihat aparat salah guna kuasa
907,"Polisi lambat bertindak, takut kasusnya menghilang begitu saja!",fear,polisi lambat tindak takut kasus hilang
908,"Jangan sampai hukum malah memihak yang berkuasa, ngeri!",fear,jangan hukum kuasa ngeri
909,"Deg-degan kalau ketemu razia, padahal nggak salah apa-apa!",fear,deg degan temu razia tidak salah
910,Takut kalau keadilan hanya mimpi di negeri ini!,fear,takut adil mimpi negeri
911,"Polisi harusnya bikin aman, tapi kenapa banyak yang justru waswas?",fear,polisi bikin aman waswas
912,Ngeri lihat kasus besar yang nggak pernah terselesaikan!,fear,ngeri lihat tidak selesai
913,Takut kalau suara rakyat malah dibungkam dengan mudah!,fear,takut suara rakyat bungkam mudah
914,Merasa nggak aman meskipun ada polisi di sekitar!,fear,tidak aman polisi
915,"Polisi hadir, tapi kenapa masih banyak korban kejahatan?",fear,polisi hadir korban jahat
916,Takut kalau yang salah malah dilindungi!,fear,takut salah lindung
917,"Polisi harusnya bikin tenang, bukan bikin cemas!",fear,polisi bikin tenang bukan bikin cemas
918,Khawatir kalau laporan kasus hanya berakhir di meja tanpa tindakan!,fear,khawatir lapor meja tanpa tindak
919,Serem lihat kejahatan yang tetap merajalela meski ada aparat!,fear,seram lihat jahat rajalela aparat
920,Ketakutan melihat hukum yang bisa dibeli!,fear,takut hukum beli
921,"Polisi diam saja, rakyat makin takut berbicara!",fear,polisi diam rakyat takut bicara
922,Jangan sampai ada korban lagi hanya karena polisi abai!,fear,jangan korban polisi abai
923,Kenapa makin banyak orang takut melapor ke polisi?,fear,orang takut lapor polisi
924,Rasanya nggak aman kalau kejahatan dibiarkan begitu saja!,fear,tidak aman jahat biar
925,Seram kalau keadilan bisa dinegosiasi!,fear,seram adil negosiasi
926,Takut kalau pelaku kejahatan malah lebih dilindungi daripada korban!,fear,takut laku jahat lindung korban
927,"Polisi terlalu santai, sementara kejahatan terus terjadi!",fear,polisi santai jahat
928,Takut karena tidak ada transparansi dalam penanganan kasus!,fear,takut tidak transparansi tangan
929,"Polisi seharusnya bikin tenang, bukan bikin ragu!",fear,polisi bikin tenang bukan bikin ragu
930,Ngeri kalau ada kasus besar tapi polisi malah diam!,fear,ngeri polisi diam
931,"Polisi harus tegas, biar rakyat nggak hidup dalam ketakutan!",fear,polisi biar rakyat tidak hidup takut
932,Keamanan makin diragukan kalau polisi nggak bertindak cepat!,fear,aman ragu polisi tidak tindak cepat
933,Jangan sampai takut dengan polisi lebih besar daripada takut dengan penjahat!,fear,jangan takut polisi takut jahat
934,Takut kalau polisi cuma bergerak kalau sudah viral!,fear,takut polisi gerak viral
935,Sulit percaya kalau kejahatan tetap berulang meski ada aparat!,fear,sulit percaya jahat ulang aparat
936,Ngeri kalau yang berani bicara malah dikriminalisasi!,fear,ngeri berani bicara kriminalisasi
937,Jangan sampai ada korban sia-sia karena kelambanan aparat!,fear,jangan korban sia lamban aparat
938,Takut karena kasus hilang begitu saja setelah beberapa waktu!,fear,takut hilang
939,Polisi perlu lebih tegas biar rakyat merasa aman!,fear,polisi biar rakyat aman
940,Takut kalau hukum hanya tajam ke bawah!,fear,takut hukum tajam
941,Ragu kalau hukum bisa berjalan tanpa intervensi!,fear,ragu hukum jalan tanpa intervensi
942,Takut karena hukum bisa dibelokkan sesuka hati!,fear,takut hukum belok suka hati
943,Ngeri lihat kasus yang nggak pernah menemui titik terang!,fear,ngeri lihat tidak temu titik terang
944,"Polisi harusnya memberikan perlindungan, bukan menambah rasa takut!",fear,polisi lindung bukan tambah takut
945,Khawatir kalau penegakan hukum hanya ilusi!,fear,khawatir tegak hukum ilusi
946,"Takut kalau korban nggak dapat keadilan, sementara pelaku bebas berkeliaran!",fear,takut korban tidak adil laku bebas keliar
947,Keamanan makin nggak jelas kalau polisi lambat bertindak!,fear,aman tidak polisi lambat tindak
948,Polisi seharusnya bisa lebih sigap biar rakyat nggak terus cemas!,fear,polisi sigap biar rakyat tidak cemas
949,Seram lihat kasus yang ujungnya cuma diam di tempat!,fear,seram lihat ujung diam
950,Polisi harus lebih transparan biar kepercayaan publik nggak hilang!,fear,polisi transparan biar percaya publik tidak hilang
951,Ngeri kalau aparat lebih berpihak pada yang berkuasa daripada rakyat!,fear,ngeri aparat pihak kuasa rakyat
952,Sedih melihat hukum tak berpihak pada rakyat kecil.,sadness,sedih hukum pihak rakyat
953,"Polisi ada, tapi keadilan terasa jauh.",sadness,polisi adil
954,"Miris, kejahatan terus terjadi meski aparat ada di mana-mana.",sadness,miris jahat aparat
955,Kenapa polisi lambat bertindak saat rakyat butuh?,sadness,polisi lambat tindak rakyat butuh
956,Kecewa melihat kasus besar selalu tenggelam.,sadness,kecewa tenggelam
957,Rasanya pedih melihat korban tak mendapat keadilan.,sadness,pedih korban adil
958,"Polisi harusnya melindungi, tapi kenapa banyak yang masih merasa tak aman?",sadness,polisi lindung aman
959,Sedih melihat hukum hanya tajam ke bawah.,sadness,sedih hukum tajam
960,"Rakyat menangis, tapi keadilan tetap tak datang.",sadness,rakyat tangis adil
961,Kenapa banyak kasus tak pernah terselesaikan?,sadness,selesai
962,"Polisi hadir, tapi rasa aman tetap tak ada.",sadness,polisi hadir aman
963,"Miris, mereka yang butuh perlindungan malah terabaikan.",sadness,miris butuh lindung abai
964,Susah percaya kalau laporan ke polisi bakal diproses.,sadness,susah percaya lapor polisi proses
965,Hati ini hancur melihat kebenaran diabaikan.,sadness,hati hancur benar abai
966,Sedih melihat aparat tak bisa jadi harapan rakyat.,sadness,sedih aparat harap rakyat
967,Kenapa hukum seperti permainan bagi mereka yang berkuasa?,sadness,hukum main kuasa
968,Tidak ada harapan jika polisi hanya diam.,sadness,tidak harap polisi diam
969,"Kecewa, hukum di negeri ini seakan cuma formalitas.",sadness,kecewa hukum negeri seakan formalitas
970,"Polisi harusnya memberi solusi, bukan menambah masalah.",sadness,polisi solusi bukan tambah
971,"Hukum ada, tapi rasanya hanya ilusi.",sadness,hukum ilusi
972,Miris melihat aparat lebih peduli citra daripada rakyat.,sadness,miris aparat peduli citra rakyat
973,Kenapa keadilan harus selalu menunggu viral?,sadness,adil tunggu viral
974,"Korban menunggu kepastian, tapi polisi tetap lamban.",sadness,korban tunggu pasti polisi lamban
975,Sedih melihat rakyat kehilangan kepercayaan pada hukum.,sadness,sedih rakyat hilang percaya hukum
976,"Kecewa, mereka yang berjuang untuk kebenaran malah ditekan.",sadness,kecewa juang benar dite
977,Hati ini sakit melihat kejahatan dibiarkan begitu saja.,sadness,hati sakit jahat biar
978,"Polisi harusnya jadi pelindung, bukan sumber ketakutan.",sadness,polisi lindung bukan sumber takut
979,Kenapa keadilan selalu sulit didapat?,sadness,adil sulit
980,"Kecewa, keadilan terasa semakin jauh.",sadness,kecewa adil
981,"Polisi ada, tapi rasa aman seakan menghilang.",sadness,polisi aman sea hilang
982,Sedih melihat hukum tak berpihak pada yang lemah.,sadness,sedih hukum pihak lemah
983,"Kasus terus bertambah, tapi penyelesaian terasa lambat.",sadness,tambah selesai lambat
984,"Rakyat menangis, polisi tetap diam.",sadness,rakyat tangis polisi diam
985,Tak ada yang bisa diharapkan jika hukum terus dipermainkan.,sadness,harap hukum main
986,Kenapa kejahatan terus berulang tanpa solusi?,sadness,jahat ulang tanpa solusi
987,Miris melihat aparat seolah tutup mata terhadap penderitaan rakyat.,sadness,miris aparat tutup mata derita rakyat
988,"Polisi harusnya melindungi, bukan membuat resah.",sadness,polisi lindung bukan resah
989,"Sudah lapor, tapi tetap tak ada hasil.",sadness,lapor hasil
990,Sedih melihat kebenaran kalah oleh kepentingan.,sadness,sedih benar kalah penting
991,Bagaimana bisa percaya kalau keadilan hanya untuk yang berduit?,sadness,percaya adil duit
992,"Hukum hanya tajam ke bawah, itu menyakitkan.",sadness,hukum tajam sakit
993,"Lelah berharap ada perubahan, tapi tetap sama saja.",sadness,lelah harap ubah
994,"Polisi seharusnya mendengar jeritan rakyat, bukan hanya atasan.",sadness,polisi dengar jerit rakyat bukan atas
995,"Miris, kasus lama belum selesai, kasus baru sudah menumpuk.",sadness,miris belum selesai tumpuk
996,Kenapa rakyat kecil harus selalu menjadi korban?,sadness,rakyat korban
997,Polisi terlalu lamban saat rakyat benar-benar butuh bantuan.,sadness,polisi lamban rakyat butuh bantu
998,"Menyedihkan, banyak yang kehilangan nyawa tanpa kejelasan hukum.",sadness,sedih hilang nyawa tanpa jelas hukum
999,"Polisi ada, tapi keadilan tetap sulit ditemukan.",sadness,polisi adil sulit temu
1000,Hati ini hancur melihat aparat yang tak bisa diandalkan.,sadness,hati hancur aparat andal
1001,"Korban butuh perlindungan, bukan sekadar laporan yang diabaikan.",sadness,korban butuh lindung bukan lapor abai
1002,Tak ada harapan jika hukum hanya berpihak pada yang kuat.,sadness,harap hukum pihak kuat
1003,Kenapa kasus bisa hilang begitu saja tanpa jawaban?,sadness,hilang tanpa
1004,Polisi hanya bergerak cepat kalau ada tekanan publik.,sadness,polisi gerak cepat tekan publik
1005,"Kecewa, mereka yang berani bicara malah dibungkam.",sadness,kecewa berani bicara bungkam
1006,"Polisi harusnya bekerja untuk rakyat, bukan melawan rakyat.",sadness,polisi rakyat bukan lawan rakyat
1007,"Sedih, hukum seperti hanya ada di atas kertas.",sadness,sedih hukum kertas
1008,Kepercayaan semakin terkikis karena kasus yang tak terselesaikan.,sadness,percaya kikis selesai
1009,"Polisi diam, sementara rakyat terus menderita.",sadness,polisi diam rakyat derita
1010,"Laporan dibuat, tapi tindakan tak pernah nyata.",sadness,lapor tindak nyata
1011,Miris melihat hukum yang tak memberi kepastian bagi korban.,sadness,miris hukum pasti korban
1012,"Polisi ada, tapi kenapa rasa takut masih menghantui?",sadness,polisi takut hantu
1013,Sedih melihat ketidakadilan masih merajalela.,sadness,sedih tidakadil rajalela
1014,"Keadilan seharusnya untuk semua, bukan hanya yang berkuasa.",sadness,adil bukan kuasa
1015,"Polisi harusnya memberi solusi, bukan semakin menambah luka.",sadness,polisi solusi bukan tambah luka
1016,Kenapa suara rakyat selalu diabaikan?,sadness,suara rakyat abai
1017,Miris melihat orang jujur malah dijadikan tersangka.,sadness,miris orang jujur jadi sangka
1018,Harus seviral apa agar ada tindakan?,sadness,seviral tindak
1019,"Sedih, mereka yang benar malah ditekan.",sadness,sedih dite
1020,"Polisi hadir di mana-mana, tapi kejahatan tetap merajalela.",sadness,polisi hadir jahat rajalela
1021,Susah percaya kalau kasus bisa benar-benar selesai.,sadness,susah percaya selesai
1022,Hukum yang tidak adil lebih menyakitkan dari kejahatan itu sendiri.,sadness,hukum tidak adil sakit jahat
1023,Rakyat kecil hanya bisa menangis tanpa kepastian hukum.,sadness,rakyat tangis tanpa pasti hukum
1024,"Miris, bukti sudah jelas tapi prosesnya tetap berlarut-larut.",sadness,miris bukti proses larut larut
1025,"Polisi janji memperbaiki citra, tapi kenyataannya tetap sama.",sadness,polisi janji baik citra nyata
1026,Kecewa karena hukum seperti panggung sandiwara.,sadness,kecewa hukum panggung sandiwara
1027,Sedih melihat harapan rakyat dipermainkan oleh sistem.,sadness,sedih harap rakyat main sistem
1028,Keadilan terasa semakin langka dan mahal.,sadness,adil langka mahal
1029,"Polisi harusnya jadi pelindung, bukan sumber kesedihan.",sadness,polisi lindung bukan sumber sedih
1030,"Setiap hari berharap perubahan, tapi tetap mengecewakan.",sadness,harap ubah kecewa
1031,"Kami hanya ingin merasa aman, tapi itu pun sulit.",sadness,aman sulit
1032,"Miris, hukum seperti dipermainkan oleh mereka yang berkuasa.",sadness,miris hukum main kuasa
1033,Sedih melihat laporan kami hanya dianggap angin lalu.,sadness,sedih lapor anggap angin
1034,"Polisi harusnya membantu, bukan malah memperumit masalah.",sadness,polisi bantu bukan rumit
1035,"Kecewa, bukti jelas tapi tetap tak ada tindakan.",sadness,kecewa bukti tindak
1036,"Harapan mulai hilang, hukum semakin tak bisa dipercaya.",sadness,harap hilang hukum percaya
1037,"Polisi janji menegakkan hukum, tapi kenyataannya berbeda.",sadness,polisi janji tegak hukum nyata beda
1038,"Kasus-kasus lama tak pernah ada ujungnya, hanya menumpuk.",sadness,ujung tumpuk
1039,Sedih melihat aparat yang lebih sibuk pencitraan daripada bertindak.,sadness,sedih aparat sibuk citra tindak
1040,Polisi terlalu sering menunda hingga korban terlupakan.,sadness,polisi tunda korban lupa
1041,"Setiap laporan harus viral dulu baru diproses, miris.",sadness,lapor viral proses miris
1042,Bukankah tugas mereka melindungi? Kenapa malah menakutkan?,sadness,tugas lindung takut
1043,"Jika keadilan hanya untuk segelintir orang, lalu kami ini siapa?",sadness,adil gelintir orang
1044,Polisi seolah lupa bahwa mereka bekerja untuk rakyat.,sadness,polisi lupa rakyat
1045,Sedih melihat mereka lebih peduli pada jabatan daripada masyarakat.,sadness,sedih peduli jabat masyarakat
1046,"Miris, rakyat hanya bisa berharap tanpa kepastian.",sadness,miris rakyat harap tanpa pasti
1047,"Polisi terlalu lambat dalam menindak, padahal nyawa taruhannya.",sadness,polisi lambat tindak nyawa taruh
1048,"Banyak janji perbaikan, tapi realitanya tetap sama.",sadness,janji baik realitanya
1049,Bagaimana bisa merasa aman jika yang seharusnya melindungi malah diam?,sadness,aman lindung diam
1050,"Korban terus bertambah, tapi solusi tak kunjung datang.",sadness,korban tambah solusi kunjung
1051,"Polisi sering berjanji, tapi lebih sering menghilang.",sadness,polisi janji hilang
1052,"Kepercayaan sudah terkikis, dan mereka tak berusaha memperbaiki.",sadness,percaya kikis usaha baik
1053,Kenapa korban harus berjuang sendiri mencari keadilan?,sadness,korban juang cari adil
1054,Polisi lebih cepat menangkap kritik daripada menangkap penjahat.,sadness,polisi cepat tangkap kritik tangkap jahat
1055,Sedih melihat hukum dipermainkan seperti lelucon.,sadness,sedih hukum main lelucon
1056,"Polisi yang baik ada, tapi sulit ditemukan.",sadness,polisi sulit temu
1057,"Kecewa, mereka yang seharusnya membela justru menyakiti.",sadness,kecewa bela sakit
1058,"Jika hukum bisa dibeli, lalu apa gunanya keadilan?",sadness,hukum beli guna adil
1059,"Miris, rakyat berteriak tapi tak ada yang mendengar.",sadness,miris rakyat teriak dengar
1060,"Polisi harusnya jadi harapan, bukan sumber ketakutan.",sadness,polisi harap bukan sumber takut
1061,"Semakin banyak laporan, semakin banyak pula yang diabaikan.",sadness,lapor abai
1062,"Hukum tumpul ke atas, tajam ke bawah, menyedihkan.",sadness,hukum tumpul tajam sedih
1063,"Polisi harusnya mengayomi, bukan malah menambah luka.",sadness,polisi ayom bukan tambah luka
1064,"Setiap harapan yang diberikan, selalu berakhir mengecewakan.",sadness,harap kecewa
1065,"Polisi harus sadar, kepercayaan rakyat bukan sesuatu yang abadi.",sadness,polisi sadar percaya rakyat bukan abadi
1066,Semoga pelayanan kepolisian semakin baik ke depannya.,netral,moga layan polisi depan
1067,"Polisi punya tugas berat, semoga selalu amanah dalam menjalankannya.",netral,polisi tugas berat moga amanah jalan
1068,Penegakan hukum yang tegas dan adil akan membuat masyarakat lebih percaya.,netral,tegak hukum adil masyarakat percaya
1069,Banyak hal yang bisa diperbaiki dalam sistem kepolisian kita.,netral,baik sistem polisi
1070,Semoga koordinasi antara polisi dan masyarakat semakin kuat.,netral,moga koordinasi polisi masyarakat kuat
1071,Kinerja kepolisian perlu transparansi agar publik bisa menilai dengan objektif.,netral,kinerja polisi transparansi publik nilai objektif
1072,"Polisi harusnya hadir untuk memberi kepastian, bukan ketidakpastian.",sadness,polisi hadir pasti bukan ketidakpastian
1073,Sedih melihat kasus besar lenyap begitu saja.,sadness,sedih lenyap
1074,"Kenapa yang benar malah ditindas, sementara yang salah dilindungi?",sadness,tindas salah lindung
1075,"Polisi harusnya mengembalikan kepercayaan rakyat, bukan menghilangkannya.",sadness,polisi kembali percaya rakyat bukan hilang
1076,"Keadilan itu hak semua orang, bukan hanya mereka yang punya koneksi.",sadness,adil hak orang bukan koneksi
1077,Takut melapor karena bisa-bisa malah jadi korban.,fear,takut lapor korban
1078,Kenapa rasanya lebih takut pada polisi daripada penjahat?,fear,takut polisi jahat
1079,"Jika hukum bisa dipermainkan, bagaimana nasib orang kecil?",fear,hukum main nasib orang
1080,"Polisi harusnya melindungi, tapi malah bikin was-was.",fear,polisi lindung bikin was
1081,Takut bicara jujur karena bisa berujung masalah.,fear,takut bicara jujur ujung
1082,Gimana bisa percaya kalau laporan sering diabaikan?,fear,gimana percaya lapor abai
1083,Rakyat kecil selalu takut jika berurusan dengan polisi.,fear,rakyat takut urus polisi
1084,Ngeri lihat kasus yang hilang begitu saja.,fear,ngeri lihat hilang
1085,Takut kalau ketidakadilan ini jadi hal yang biasa.,fear,takut tidakadil
1086,"Kalau ada masalah, justru takut lapor ke polisi.",fear,takut lapor polisi
